"X1","X2","y"
-0.0258523873805999,0.579060394094558,"b"
0.170903450792079,-1.1550389644332,"b"
-0.31351624022995,-0.752675492057394,"b"
-0.140137743734631,-1.12290152759925,"b"
0.441859617398231,-0.245105578250146,"b"
-0.191483776339031,0.0830074557987973,"b"
-0.0234626654856369,0.561103261696393,"b"
0.163125074507402,0.484464145033043,"b"
0.113850153772411,1.44678665238779,"b"
0.333367218424917,0.556119439076594,"b"
-0.0638081854691434,1.24796974068252,"b"
0.421116170052506,1.08117708616792,"b"
0.0622799144001574,-0.688744933949591,"b"
-0.0803287310544292,0.717785863065568,"b"
0.00871623127262462,0.405158248443215,"b"
-0.177086965438917,0.0541599830575029,"b"
0.0165803389682195,-1.01936711945594,"b"
-0.524309873131083,0.546327791263699,"b"
0.234529801303716,-0.0040529140300509,"b"
-0.339934592885222,-0.443477333511976,"b"
0.415354481421009,0.897512067609002,"b"
0.286706084283089,0.970821759432601,"b"
0.24456430304734,0.846141630699013,"b"
0.392996061797293,-2.81212654576793,"b"
-0.326900341071849,-1.0129936923578,"b"
-0.218887237646287,0.912986211339726,"b"
-0.299734272059522,-0.853439010569638,"b"
0.174524571365074,0.357942152662963,"b"
0.00818603833917214,0.12107072614331,"b"
1.26132490578215,1.10329236374002,"a"
0.930667618174926,1.04242525204436,"a"
1.19376159838912,0.517094375326557,"a"
1.21009220307764,0.09507138564295,"a"
1.38935039643441,-1.29314928411204,"a"
1.32641906717662,0.254162204899268,"a"
1.60202622285726,-0.258347014324745,"a"
1.12809961412787,-0.758101502716621,"a"
1.0231458779511,1.5837498230374,"a"
1.54650251331042,-0.807316964005346,"a"
1.13007114906389,0.184022827717709,"a"
1.14741559925789,0.470795515614159,"a"
1.17941662575486,1.03258300696559,"a"
1.20908094981858,0.31465189730596,"a"
0.834626703513428,2.00059587793291,"a"
1.1464405437506,0.396363144970804,"a"
0.890459547426304,-0.583782018752747,"a"
1.1181769339761,0.0366626739579489,"a"
1.10948143903625,0.631518656286411,"a"
1.35546454816097,-2.37063389603101,"a"
0.581718850030775,-0.171284317384614,"a"
1.24052244910285,-0.0273624766728798,"a"
1.34534281623475,-0.32144960187899,"a"
1.13460673581263,-0.0170291161011331,"a"
1.12819693869388,-2.1620288033281,"a"
1.05285783421178,0.292533823816338,"a"
1.44532258924123,-0.0677773684921598,"a"
1.25905247810947,-0.587927122292554,"a"
0.84915009679149,-3.07812915646561,"a"
1.3418561075897,-0.502663844842453,"a"
1.31150470037363,0.0531419606306366,"a"
1.08004696772082,-0.14566485831187,"a"
1.37134297374753,-0.709990492884068,"a"
0.954478563040669,0.266717296645387,"a"
1.12501441051812,-1.02682287359637,"a"
1.20474905405843,0.663173119809038,"a"
1.6074149648753,0.795926345769951,"a"
1.30934355493366,0.934306389983835,"a"
0.738978558430026,0.767700330199874,"a"
1.29467122124017,-0.440633699105401,"a"
1.0694713984265,-0.0971477754118357,"a"
1.44767522695159,1.23616585135175,"a"
1.60717283926608,0.570431515510863,"a"
1.05629407700218,0.293212803418204,"a"
0.879079810949201,1.27197193293738,"a"
1.596078455824,-0.729043360109963,"a"
1.02356116106523,-0.0444353773587961,"a"
1.14693741611791,1.29541403951019,"a"
1.31389895277902,-0.333196034783871,"a"
0.807239244690951,0.0707685134386719,"a"
